"Model_No","Screen_Tech","Labelled energy consumption (kWh/year)","GrandDate","Star2","Category_Screen_inches"
"KALED50U94VB","LCD (LED)",210,"2013-05-21",6,"50"
"KALED50U94VC","LCD (LED)",210,"2013-05-21",6,"50"
"KALED50U94V*","LCD (LED)",210,"2013-05-21",6,"50"
"KALED43F98VA","LCD (LED)",229,"2013-05-21",4.5,"43"
"KALED43F98VB","LCD (LED)",229,"2013-05-21",4.5,"43"
"KALED43F98VC","LCD (LED)",229,"2013-05-21",4.5,"43"
"43UT8050PSB","LCD (LED)",258,"2013-05-21",4,"43"
"43UT80506LA","LCD (LED)",269,"2013-05-21",4,"43"
"43UT81006LA","LCD (LED)",269,"2013-05-21",4,"43"
"50UT8050PSB","LCD (LED)",305,"2013-05-21",4.5,"50"
"50UT80506LA","LCD (LED)",305,"2013-05-21",4.5,"50"
"50UT81006LA","LCD (LED)",305,"2013-05-21",4.5,"50"
"55UT8050PSB","LCD (LED)",357,"2013-05-21",4.5,"50"
"55UT80506LA","LCD (LED)",357,"2013-05-21",4.5,"50"
"55UT81006LA","LCD (LED)",357,"2013-05-21",4.5,"50"
"65UT8050PSB","LCD (LED)",441,"2013-05-21",5,"65"
"65UT80506LA","LCD (LED)",441,"2013-05-21",5,"65"
"65UT81006LA","LCD (LED)",441,"2013-05-21",5,"65"
"75UT8050PSB","LCD (LED)",605,"2013-05-21",5,"70"
"75UT81006LA","LCD (LED)",605,"2013-05-21",5,"70"
"86UT8050PSB","LCD (LED)",776,"2013-05-21",5,"80"
"86UT80506LA","LCD (LED)",776,"2013-05-21",5,"80"
"86UT81006LA","LCD (LED)",776,"2013-05-21",5,"80"
"50QNED86TSA","LCD (LED)",295,"2013-05-21",4.5,"50"
"65QNED86TSA","LCD (LED)",433,"2013-05-21",5,"65"
"65QNED91TSA","LCD (LED)",459,"2013-05-21",5,"65"
"75QNED86TSA","LCD (LED)",492,"2013-05-21",5.5,"70"
"75QNED91TSA","LCD (LED)",550,"2013-05-21",5,"70"
"86QNED91TSA","LCD (LED)",754,"2013-05-21",5,"80"
"OLED48B46LA","OLED",287,"2013-05-21",4.5,"50"
"OLED55B4PSA","OLED",338,"2013-05-21",5,"50"
"OLED55B46LA","OLED",338,"2013-05-21",5,"50"
"OLED65C4PSA","OLED",448,"2013-05-21",5,"65"
"OLED77B4PSA","OLED",524,"2013-05-21",5.5,"80"
"OLED77C4PSA","OLED",565,"2013-05-21",5.5,"80"
"OLED83G4PSA","OLED",795,"2013-05-21",4.5,"80"
"AK7523S7WOS","LCD (LED)",474,"2013-05-21",6,"70"
"K32HSW2","LCD (LED)",131,"2013-05-21",5,"32"
"QT32WY8A","LCD (LED)",131,"2013-05-21",5,"32"
"50QNED86T6A","LCD (LED)",295,"2013-05-21",4.5,"50"
"65QNED86T6A","LCD (LED)",433,"2013-05-21",5,"65"
"65QNED91T6A","LCD (LED)",459,"2013-05-21",5,"65"
"86QNED86T6A","LCD (LED)",572,"2013-05-21",6,"80"
"86QNED86TSA","LCD (LED)",572,"2013-05-21",6,"80"
"86QNED91T6A","LCD (LED)",754,"2013-05-21",5,"80"
"OLED65C46LA","OLED",448,"2013-05-21",5,"65"
"OLED77B46LA","OLED",524,"2013-05-21",5.5,"80"
"OLED77C46LA","OLED",565,"2013-05-21",5.5,"80"
"OLED83G46LA","OLED",795,"2013-05-21",4.5,"80"
"75QNED86T6A","LCD (LED)",492,"2013-05-21",5.5,"70"
"75QNED91T6A","LCD (LED)",550,"2013-05-21",5,"70"
"QA75Q80DAW","LCD (LED)",726,"2013-05-21",4,"70"
"QA75Q80DAS","LCD (LED)",726,"2013-05-21",4,"70"
"QA75Q80DA*","LCD (LED)",726,"2013-05-21",4,"70"
"QA85Q80DAW","LCD (LED)",945,"2013-05-21",4,"80"
"QA85Q80DAS","LCD (LED)",945,"2013-05-21",4,"80"
"QA85Q80DA*","LCD (LED)",945,"2013-05-21",4,"80"
"QA65Q80DAW","LCD (LED)",540,"2013-05-21",4,"65"
"QA65Q80DAS","LCD (LED)",540,"2013-05-21",4,"65"
"QA65Q80DA*","LCD (LED)",540,"2013-05-21",4,"65"
"QA50Q80DAW","LCD (LED)",302,"2013-05-21",4.5,"50"
"QA50Q80DAS","LCD (LED)",302,"2013-05-21",4.5,"50"
"QA50Q80DA*","LCD (LED)",302,"2013-05-21",4.5,"50"
"QA65S90DAW","LCD (LED)",536,"2013-05-21",4,"65"
"QA65S90DAS","LCD (LED)",536,"2013-05-21",4,"65"
"QA65S90DA*","LCD (LED)",536,"2013-05-21",4,"65"
"QA65S95DAW","LCD (LED)",562,"2013-05-21",4,"65"
"QA65S95DAS","LCD (LED)",562,"2013-05-21",4,"65"
"QA65S95DA*","LCD (LED)",562,"2013-05-21",4,"65"
"QA55S95DAW","LCD (LED)",405,"2013-05-21",4,"50"
"QA55S95DAS","LCD (LED)",405,"2013-05-21",4,"50"
"QA55S95DA*","LCD (LED)",405,"2013-05-21",4,"50"
"QA55Q70DAW","LCD (LED)",397,"2013-05-21",4,"50"
"QA55Q70DAS","LCD (LED)",397,"2013-05-21",4,"50"
"QA55Q70DA*","LCD (LED)",397,"2013-05-21",4,"50"
"QA65Q70DAW","LCD (LED)",521,"2013-05-21",4,"65"
"QA65Q70DAS","LCD (LED)",521,"2013-05-21",4,"65"
"QA65Q70DA*","LCD (LED)",521,"2013-05-21",4,"65"
"QA75Q70DAW","LCD (LED)",576,"2013-05-21",5,"70"
"QA75Q70DAS","LCD (LED)",576,"2013-05-21",5,"70"
"QA75Q70DA*","LCD (LED)",576,"2013-05-21",5,"70"
"QA55QE1DAS","LCD (LED)",288,"2013-05-21",5.5,"50"
"QA43LS03DAW","LCD (LED)",339,"2013-05-21",3,"43"
"QA43LS03DAS","LCD (LED)",339,"2013-05-21",3,"43"
"QA43LS03DA*","LCD (LED)",339,"2013-05-21",3,"43"
"QA75QN900DW","LCD (LED)",1047,"2013-05-21",2.5,"70"
"QA75QN900DS","LCD (LED)",1047,"2013-05-21",2.5,"70"
"QA75QN900D*","LCD (LED)",1047,"2013-05-21",2.5,"70"
"QA55QN85DBW","LCD (LED)",412,"2013-05-21",4,"50"
"QA55QN85DBS","LCD (LED)",412,"2013-05-21",4,"50"
"QA55QN85DB*","LCD (LED)",412,"2013-05-21",4,"50"
"QA55QN87DAW","LCD (LED)",401,"2013-05-21",4,"50"
"QA55QN87DAS","LCD (LED)",401,"2013-05-21",4,"50"
"QA55QN87DA*","LCD (LED)",401,"2013-05-21",4,"50"
"QA50LS03DAW","LCD (LED)",343,"2013-05-21",4,"50"
"QA50LS03DAS","LCD (LED)",343,"2013-05-21",4,"50"
"QA50LS03DA*","LCD (LED)",343,"2013-05-21",4,"50"
"QA55LS03DAW","LCD (LED)",437,"2013-05-21",3.5,"50"
"QA55LS03DAS","LCD (LED)",437,"2013-05-21",3.5,"50"
"QA55LS03DA*","LCD (LED)",437,"2013-05-21",3.5,"50"
"QA65LS03DAW","LCD (LED)",565,"2013-05-21",4,"65"
"QA65LS03DAS","LCD (LED)",565,"2013-05-21",4,"65"
"QA65LS03DA*","LCD (LED)",565,"2013-05-21",4,"65"
"QA75LS03DAW","LCD (LED)",697,"2013-05-21",4,"70"
"QA75LS03DAS","LCD (LED)",697,"2013-05-21",4,"70"
"QA75LS03DA*","LCD (LED)",697,"2013-05-21",4,"70"
"QA85LS03DAW","LCD (LED)",806,"2013-05-21",4.5,"80"
"QA85LS03DAS","LCD (LED)",806,"2013-05-21",4.5,"80"
"QA85LS03DA*","LCD (LED)",806,"2013-05-21",4.5,"80"
"43NANO81TSA","LCD (LED)",258,"2013-05-21",4,"43"
"50NANO81TSA","LCD (LED)",331,"2013-05-21",4,"50"
"55NANO81TSA","LCD (LED)",411,"2013-05-21",4,"50"
"65NANO81TSA","LCD (LED)",528,"2013-05-21",4,"65"
"75NANO81TSA","LCD (LED)",663,"2013-05-21",4.5,"70"
"86NANO81TSA","LCD (LED)",915,"2013-05-21",4,"80"
"86QNED80T6A","LCD (LED)",565,"2013-05-21",6,"80"
"86QNED81TSA","LCD (LED)",565,"2013-05-21",6,"80"
"OLED83C4PSA","OLED",707,"2013-05-21",5,"80"
"OLED83C46LA","OLED",707,"2013-05-21",5,"80"
"QA85QN87DAW","LCD (LED)",704,"2013-05-21",5,"80"
"QA85QN87DAS","LCD (LED)",704,"2013-05-21",5,"80"
"QA85QN87DA*","LCD (LED)",704,"2013-05-21",5,"80"
"QA75QN87DAW","LCD (LED)",529,"2013-05-21",5.5,"70"
"QA75QN87DAS","LCD (LED)",529,"2013-05-21",5.5,"70"
"QA75QN87DA*","LCD (LED)",529,"2013-05-21",5.5,"70"
"K-55S30","LCD (LED)",440,"2013-05-21",3.5,"50"
"K-65S30","LCD (LED)",517,"2013-05-21",4.5,"65"
"QA75QN85DBW","LCD (LED)",653,"2013-05-21",4.5,"70"
"QA75QN85DBS","LCD (LED)",653,"2013-05-21",4.5,"70"
"QA75QN85DB*","LCD (LED)",653,"2013-05-21",4.5,"70"
"QA85QN85DBW","LCD (LED)",788,"2013-05-21",4.5,"80"
"QA85QN85DBS","LCD (LED)",788,"2013-05-21",4.5,"80"
"QA85QN85DB*","LCD (LED)",788,"2013-05-21",4.5,"80"
"S 8866","LCD",76,"2013-05-21",5.5,"22"
"LED65AUSRC","LCD (LED)",404,"2013-05-21",5.5,"65"
"AW240DVD","LCD",91,"2013-05-21",4.5,"22"
"QT50WX8A","LCD (LED)",317,"2013-05-21",4.5,"50"
"QA75QE1DAW","LCD (LED)",456,"2013-05-21",6,"70"
"QA75QE1DAS","LCD (LED)",456,"2013-05-21",6,"70"
"QA75QE1DA*","LCD (LED)",456,"2013-05-21",6,"70"
"QA85QE1DAS","LCD (LED)",631,"2013-05-21",5.5,"80"
"UA65DU7000S","LCD (LED)",419,"2013-05-21",5,"65"
"UA75DU7000S","LCD (LED)",503,"2013-05-21",5.5,"70"
"75U7NAU","LCD (LED)",659,"2013-05-21",4.5,"70"
"75U7NNZ","LCD (LED)",659,"2013-05-21",4.5,"70"
"65U7NAU","LCD (LED)",464,"2013-05-21",5,"65"
"65U7NNZ","LCD (LED)",464,"2013-05-21",5,"65"
"55U7NAU","LCD (LED)",381,"2013-05-21",4.5,"50"
"55U7NNZ","LCD (LED)",381,"2013-05-21",4.5,"50"
"65U7N series","LCD (LED)",464,"2013-05-21",5,"65"
"75U7N series","LCD (LED)",659,"2013-05-21",4.5,"70"
"ATV50UHDW-0424","LCD (LED)",210,"2013-05-21",6,"50"
"UA85DU7000S","LCD (LED)",525,"2013-05-21",6,"80"
"KAQL85W94QA","LCD (LED)",1090,"2013-05-21",3.5,"80"
"QA55QN80DAW","LCD (LED)",401,"2013-05-21",4,"50"
"QA55QN80DAS","LCD (LED)",401,"2013-05-21",4,"50"
"QA55QN80DA*","LCD (LED)",401,"2013-05-21",4,"50"
"K-75S30","LCD (LED)",660,"2013-05-21",4.5,"70"
"QA65QN87DAW","LCD (LED)",478,"2013-05-21",4.5,"65"
"QA65QN87DAS","LCD (LED)",478,"2013-05-21",4.5,"65"
"QA65QN87DA*","LCD (LED)",478,"2013-05-21",4.5,"65"
"K-85S30","LCD (LED)",845,"2013-05-21",4.5,"80"
"QA85QN900DW","LCD (LED)",1237,"2013-05-21",2.5,"80"
"QA85QN900DS","LCD (LED)",1237,"2013-05-21",2.5,"80"
"QA85QN900D*","LCD (LED)",1237,"2013-05-21",2.5,"80"
"UA65DU7000W","LCD (LED)",419,"2013-05-21",5,"65"
"UA65DU7700S","LCD (LED)",419,"2013-05-21",5,"65"
"UA65DU7700W","LCD (LED)",419,"2013-05-21",5,"65"
"UA75DU7000W","LCD (LED)",503,"2013-05-21",5.5,"70"
"UA75DU7700S","LCD (LED)",503,"2013-05-21",5.5,"70"
"UA75DU7700W","LCD (LED)",503,"2013-05-21",5.5,"70"
"UA75DU7*00*","LCD (LED)",503,"2013-05-21",5.5,"70"
"UA85DU7000W","LCD (LED)",525,"2013-05-21",6,"80"
"UA85DU7700S","LCD (LED)",525,"2013-05-21",6,"80"
"UA85DU7700W","LCD (LED)",525,"2013-05-21",6,"80"
"UA85DU7*00*","LCD (LED)",525,"2013-05-21",6,"80"
"K42FSW3","LCD",205,"2013-05-21",5,"43"
"K-85XR90","LCD (LED)",1002,"2013-05-21",3.5,"80"
"K-75XR90","LCD (LED)",878,"2013-05-21",3,"70"
"UA75DU8000W","LCD (LED)",598,"2013-05-21",5,"70"
"UA75DU8000S","LCD (LED)",598,"2013-05-21",5,"70"
"UA75DU8500S","LCD (LED)",598,"2013-05-21",5,"70"
"UA75DU8*00*","LCD (LED)",598,"2013-05-21",5,"70"
"KALED24DH65NA","LCD",94,"2013-05-21",4.5,"22"
"KALED24DH65NB","LCD",94,"2013-05-21",4.5,"22"
"KALED24DH65NC","LCD",94,"2013-05-21",4.5,"22"
"KALED24DH65ND","LCD",94,"2013-05-21",4.5,"22"
"KALED24DH65NE","LCD",94,"2013-05-21",4.5,"22"
"D236GV68C-T2C","LCD",94,"2013-05-21",4.5,"22"
"QA50QE1DAS","LCD (LED)",270,"2013-05-21",5,"50"
"KALED24D95SNA","LCD",83,"2013-05-21",5,"22"
"KALED24D95SNB","LCD",83,"2013-05-21",5,"22"
"KALED24D95SNC","LCD",83,"2013-05-21",5,"22"
"KALED24D95SND","LCD",83,"2013-05-21",5,"22"
"KALED24D95SNE","LCD",83,"2013-05-21",5,"22"
"D236GV66C-T2C-W","LCD",83,"2013-05-21",5,"22"
"SVU550WOS","LCD (LED)",379,"2013-05-21",4.5,"50"
"U85F8TG","LCD (LED)",974,"2013-05-21",4,"80"
"K650UGT","LCD (LED)",554,"2013-05-21",4,"65"
"KALED32D95SNA","LCD",131,"2013-05-21",5,"32"
"KALED32D95SNB","LCD",131,"2013-05-21",5,"32"
"KALED32D95SNC","LCD",131,"2013-05-21",5,"32"
"KALED32D95SND","LCD",131,"2013-05-21",5,"32"
"KALED32D95SNE","LCD",131,"2013-05-21",5,"32"
"D32GV66C-T2C-W","LCD",131,"2013-05-21",5,"32"
"BP3200HDV8100","LCD (LED)",133,"2013-05-21",4.5,"32"
"QA48S90DAE","LCD (LED)",295,"2013-05-21",4.5,"50"
"K750UGT","LCD",811,"2013-05-21",3.5,"70"
"K700UGT","LCD",592,"2013-05-21",4.5,"70"
"55LX1T6LA","OLED",368,"2013-05-21",4.5,"50"
"55LX1TPSA","OLED",368,"2013-05-21",4.5,"50"
"OLED97G46LA","OLED",802,"2013-05-21",6,"100"
"UA65DU7*00*","LCD (LED)",419,"2013-05-21",5,"65"
"UA65DU8000W","LCD (LED)",448,"2013-05-21",5,"65"
"UA65DU8000S","LCD (LED)",448,"2013-05-21",5,"65"
"UA65DU8500S","LCD (LED)",448,"2013-05-21",5,"65"
"UA65DU8*00*","LCD (LED)",448,"2013-05-21",5,"65"
"UA43DU8000W","LCD (LED)",262,"2013-05-21",4,"43"
"UA43DU8000S","LCD (LED)",262,"2013-05-21",4,"43"
"UA43DU8500S","LCD (LED)",262,"2013-05-21",4,"43"
"UA43DU8*00*","LCD (LED)",262,"2013-05-21",4,"43"
"UA55DU7000S","LCD (LED)",291,"2013-05-21",5.5,"50"
"UA55DU7000W","LCD (LED)",291,"2013-05-21",5.5,"50"
"UA55DU7700S","LCD (LED)",291,"2013-05-21",5.5,"50"
"UA55DU7700W","LCD (LED)",291,"2013-05-21",5.5,"50"
"UA55DU7*00*","LCD (LED)",291,"2013-05-21",5.5,"50"
"UA50DU7000S","LCD (LED)",262,"2013-05-21",5,"50"
"UA50DU7000W","LCD (LED)",262,"2013-05-21",5,"50"
"UA50DU7700S","LCD (LED)",262,"2013-05-21",5,"50"
"UA50DU7700W","LCD (LED)",262,"2013-05-21",5,"50"
"UA50DU7*00*","LCD (LED)",262,"2013-05-21",5,"50"
"UA55DU8000W","LCD (LED)",357,"2013-05-21",4.5,"50"
"UA55DU8000S","LCD (LED)",357,"2013-05-21",4.5,"50"
"UA55DU8500S","LCD (LED)",357,"2013-05-21",4.5,"50"
"UA55DU8*00*","LCD (LED)",357,"2013-05-21",4.5,"50"
"KAQL85XQ98GSTA","LCD (LED)",974,"2013-05-21",4,"80"
"KAQL85XQ98GSTB","LCD (LED)",974,"2013-05-21",4,"80"
"KAQL85XQ98GSTC","LCD (LED)",974,"2013-05-21",4,"80"
"KAQL85XQ98GSTD","LCD (LED)",974,"2013-05-21",4,"80"
"KAQL85XQ98GSTE","LCD (LED)",974,"2013-05-21",4,"80"
"KAQL85XQ98GST*","LCD (LED)",974,"2013-05-21",4,"80"
"KAQL75XQ98GSTA","LCD (LED)",681,"2013-05-21",4.5,"70"
"KAQL75XQ98GSTB","LCD (LED)",681,"2013-05-21",4.5,"70"
"KAQL75XQ98GSTC","LCD (LED)",681,"2013-05-21",4.5,"70"
"KAQL75XQ98GSTD","LCD (LED)",681,"2013-05-21",4.5,"70"
"KAQL75XQ98GSTE","LCD (LED)",681,"2013-05-21",4.5,"70"
"KAQL75XQ98GST*","LCD (LED)",681,"2013-05-21",4.5,"70"
"UA50DU8000W","LCD (LED)",306,"2013-05-21",4.5,"50"
"UA50DU8000S","LCD (LED)",306,"2013-05-21",4.5,"50"
"UA50DU8500S","LCD (LED)",306,"2013-05-21",4.5,"50"
"UA50DU8*00*","LCD (LED)",306,"2013-05-21",4.5,"50"
"LED58AUSRC","LCD (LED)",349,"2013-05-21",5,"65"
"LED43AUSRC","LCD (LED)",214,"2013-05-21",5,"43"
"AWS400G","LCD",189,"2013-05-21",5,"43"
"AWS650G","LCD",404,"2013-05-21",5.5,"65"
"KAQL70W94QA","LCD (LED)",538,"2013-05-21",5,"70"
"KAQL70W94QB","LCD (LED)",538,"2013-05-21",5,"70"
"KAQL70W94QC","LCD (LED)",538,"2013-05-21",5,"70"
"KAQL70W94QD","LCD (LED)",538,"2013-05-21",5,"70"
"KAQL70W94QE","LCD (LED)",538,"2013-05-21",5,"70"
"KAQL70W94QF","LCD (LED)",538,"2013-05-21",5,"70"
"UA98DU9000W","LCD (LED)",1215,"2013-05-21",4,"100"
"UA98DU9000S","LCD (LED)",1215,"2013-05-21",4,"100"
"UA98DU9000*","LCD (LED)",1215,"2013-05-21",4,"100"
"K500UGT","LCD",376,"2013-05-21",3.5,"50"
"KAQL43XQ98GSVA","LCD (LED)",338,"2013-05-21",3,"43"
"KAQL43XQ98GSVB","LCD (LED)",338,"2013-05-21",3,"43"
"KAQL43XQ98GSVC","LCD (LED)",338,"2013-05-21",3,"43"
"43C655","LCD (LED)",240,"2013-05-21",4.5,"43"
"LS40FHDNF23","LCD (LED)",144,"2013-05-21",6,"43"
"50C655","LCD (LED)",300,"2013-05-21",4.5,"50"
"55C655","LCD (LED)",367,"2013-05-21",4.5,"50"
"65C655","LCD (LED)",440,"2013-05-21",5,"65"
"75C655","LCD (LED)",515,"2013-05-21",5.5,"70"
"65C855","LCD (LED)",716,"2013-05-21",3,"65"
"75C855","LCD (LED)",925,"2013-05-21",3,"70"
"85C855","LCD (LED)",940,"2013-05-21",4,"80"
"98C855","LCD (LED)",853,"2013-05-21",5.5,"100"
"FF43U64","LCD (LED)",170,"2013-05-21",6,"43"
"FF50U64","LCD (LED)",200,"2013-05-21",6,"50"
"FF55U64","LCD (LED)",240,"2013-05-21",6,"50"
"FF65U64","LCD (LED)",350,"2013-05-21",6,"65"
"FF75U64","LCD (LED)",460,"2013-05-21",6,"70"
"98QNED89TSA","LCD (LED)",999,"2013-05-21",5,"100"
"98QNED89T6A","LCD (LED)",999,"2013-05-21",5,"100"
"98QNED89TUA","LCD (LED)",999,"2013-05-21",5,"100"
"98QNED#####","LCD (LED)",999,"2013-05-21",5,"100"
"QA77S90DAE","LCD (LED)",642,"2013-05-21",5,"80"
"QA83S90DAE","LCD (LED)",795,"2013-05-21",4.5,"80"
"K-55XR80","OLED",372,"2013-05-21",4.5,"50"
"K-65XR80","OLED",437,"2013-05-21",5,"65"
"OLED65M46LA","OLED",630,"2013-05-21",3.5,"65"
"OLED77M46LA","OLED",806,"2013-05-21",4,"80"
"OLED83M46LA","OLED",886,"2013-05-21",4,"80"
"OLED97G4PSA","OLED",802,"2013-05-21",6,"100"
"OLED97M4PSA","OLED",893,"2013-05-21",5.5,"100"
"OLED97M46LA","OLED",893,"2013-05-21",5.5,"100"
"K550UGT","LCD",349,"2013-05-21",4.5,"50"
"50C755","LCD (LED)",390,"2013-05-21",3.5,"50"
"55C755","LCD (LED)",381,"2013-05-21",4.5,"50"
"65C755","LCD (LED)",440,"2013-05-21",5,"65"
"75C755","LCD (LED)",550,"2013-05-21",5,"70"
"85C755","LCD (LED)",660,"2013-05-21",5.5,"80"
"98C755","LCD (LED)",890,"2013-05-21",5.5,"100"
"K-77XR80","OLED",562,"2013-05-21",5.5,"80"
"98C655","LCD (LED)",909,"2013-05-21",5.5,"100"
"43UR761H0TA","LCD (LED)",247,"2013-05-21",4,"43"
"43UT90506LB","LCD (LED)",247,"2013-05-21",4,"43"
"50UT90506LB","LCD (LED)",251,"2013-05-21",5.5,"50"
"55UT90506LB","LCD (LED)",335,"2013-05-21",5,"50"
"65UT90506LB","LCD (LED)",419,"2013-05-21",5,"65"
"75UT90506LB","LCD (LED)",462,"2013-05-21",6,"70"
"BP2400HDV7100","LCD",94,"2013-05-21",4.5,"22"
"BP650USG9800","LCD",358,"2013-05-21",6,"65"
"ATV60UHDW-0824","LCD",299,"2013-05-21",6,"65"
"YTV240Z","LCD (LED)",76,"2013-05-21",5.5,"22"
"KAQL55W94QB","LCD (LED)",427,"2013-05-21",4,"50"
"KAQL55W94QC","LCD (LED)",427,"2013-05-21",4,"50"
"KAQL55W94QD","LCD (LED)",427,"2013-05-21",4,"50"
"KAQL55W94QE","LCD (LED)",427,"2013-05-21",4,"50"
"KAQL55W94QF","LCD (LED)",427,"2013-05-21",4,"50"
"KAQL65W94QB","LCD (LED)",560,"2013-05-21",4,"65"
"KAQL65W94QC","LCD (LED)",560,"2013-05-21",4,"65"
"KAQL65W94QD","LCD (LED)",560,"2013-05-21",4,"65"
"KAQL65W94QE","LCD (LED)",560,"2013-05-21",4,"65"
"KAQL65W94QF","LCD (LED)",560,"2013-05-21",4,"65"
"KAQL75W94QB","LCD (LED)",690,"2013-05-21",4,"70"
"KAQL75W94QC","LCD (LED)",690,"2013-05-21",4,"70"
"KAQL75W94QD","LCD (LED)",690,"2013-05-21",4,"70"
"KAQL75W94QE","LCD (LED)",690,"2013-05-21",4,"70"
"KAQL75W94QF","LCD (LED)",690,"2013-05-21",4,"70"
"KAQL50W94QB","LCD (LED)",398,"2013-05-21",3.5,"50"
"KAQL50W94QC","LCD (LED)",398,"2013-05-21",3.5,"50"
"KAQL50W94QD","LCD (LED)",398,"2013-05-21",3.5,"50"
"KAQL50W94QE","LCD (LED)",398,"2013-05-21",3.5,"50"
"KAQL50W94QF","LCD (LED)",398,"2013-05-21",3.5,"50"
"AWS650W","LCD (LED)",468,"2013-05-21",4.5,"65"
"LT-50N7145AE","LCD (LED)",210,"2013-05-21",6,"50"
"STVLED43FHD-W","LCD (LED)",194,"2013-05-21",5.5,"43"
"U65G7PG","LCD (LED)",404,"2013-05-21",5.5,"65"
"BE43D-H","LCD (LED)",251,"2013-05-21",4,"43"
"BE50D-H","LCD (LED)",262,"2013-05-21",5,"50"
"BE55D-H","LCD (LED)",291,"2013-05-21",5.5,"50"
"BE65D-H","LCD (LED)",419,"2013-05-21",5,"65"
"BE75D-H","LCD (LED)",503,"2013-05-21",5.5,"70"
"BP50WOS3","LCD (LED)",400,"2013-05-21",3,"50"
"BP70WOS3","LCD (LED)",550,"2013-05-21",4.5,"70"
"BE85D-H","LCD (LED)",525,"2013-05-21",6,"80"
"LED24AHSRC","LCD (LED)",67,"2013-05-21",6,"22"
"QA43LS01DAW","LCD (LED)",291,"2013-05-21",3.5,"43"
"QA43LS01DAS","LCD (LED)",291,"2013-05-21",3.5,"43"
"QA43LS01DA*","LCD (LED)",291,"2013-05-21",3.5,"43"
"QA55LS01DAW","LCD (LED)",328,"2013-05-21",5,"50"
"QA55LS01DAS","LCD (LED)",328,"2013-05-21",5,"50"
"QA55LS01DA*","LCD (LED)",328,"2013-05-21",5,"50"
"QA65LS01DAW","LCD (LED)",463,"2013-05-21",5,"65"
"QA65LS01DAS","LCD (LED)",463,"2013-05-21",5,"65"
"QA65LS01DA*","LCD (LED)",463,"2013-05-21",5,"65"
"LED32AHSRC","LCD (LED)",105,"2013-05-21",6,"32"
"PT16A0KEGB","LCD",52,"2013-05-21",5,"22"
"RT27R2KECA","LCD",59,"2013-05-21",7,"32"
"32LT340CBTB","LCD (LED)",95,"2013-05-21",6,"32"
"KALED50R95TA","LCD (LED)",284,"2013-05-21",5,"50"
"KALED50R95TB","LCD (LED)",284,"2013-05-21",5,"50"
"KALED50R95TC","LCD (LED)",284,"2013-05-21",5,"50"
"KALED50R95TD","LCD (LED)",284,"2013-05-21",5,"50"
"KALED50R95TE","LCD (LED)",284,"2013-05-21",5,"50"
"KALED65R95TA","LCD (LED)",371,"2013-05-21",6,"65"
"KALED65R95TB","LCD (LED)",371,"2013-05-21",6,"65"
"KALED65R95TC","LCD (LED)",371,"2013-05-21",6,"65"
"KALED65R95TD","LCD (LED)",371,"2013-05-21",6,"65"
"KALED65R95TE","LCD (LED)",371,"2013-05-21",6,"65"
"KALED75R95TA","LCD (LED)",488,"2013-05-21",6,"70"
"KALED75R95TB","LCD (LED)",488,"2013-05-21",6,"70"
"KALED75R95TC","LCD (LED)",488,"2013-05-21",6,"70"
"KALED75R95TD","LCD (LED)",488,"2013-05-21",6,"70"
"KALED75R95TE","LCD (LED)",488,"2013-05-21",6,"70"
"KALED55R95TA","LCD (LED)",302,"2013-05-21",5.5,"50"
"KALED55R95TB","LCD (LED)",302,"2013-05-21",5.5,"50"
"KALED55R95TC","LCD (LED)",302,"2013-05-21",5.5,"50"
"KALED55R95TD","LCD (LED)",302,"2013-05-21",5.5,"50"
"KALED55R95TE","LCD (LED)",302,"2013-05-21",5.5,"50"
"KALED32R95TA","LCD (LED)",104,"2013-05-21",6,"32"
"KALED32R95TB","LCD (LED)",104,"2013-05-21",6,"32"
"KALED32R95TC","LCD (LED)",104,"2013-05-21",6,"32"
"KALED32R95TD","LCD (LED)",104,"2013-05-21",6,"32"
"KALED32R95TE","LCD (LED)",104,"2013-05-21",6,"32"
"QA50LS01DAS","LCD (LED)",343,"2013-05-21",4,"50"
"KALED40R95TA","LCD (LED)",148,"2013-05-21",6,"43"
"KALED40R95TB","LCD (LED)",148,"2013-05-21",6,"43"
"KALED40R95TC","LCD (LED)",148,"2013-05-21",6,"43"
"KALED40R95TD","LCD (LED)",148,"2013-05-21",6,"43"
"KALED40R95TE","LCD (LED)",148,"2013-05-21",6,"43"
"KALED43R95TA","LCD (LED)",214,"2013-05-21",5,"43"
"KALED43R95TB","LCD (LED)",214,"2013-05-21",5,"43"
"KALED43R95TC","LCD (LED)",214,"2013-05-21",5,"43"
"KALED43R95TD","LCD (LED)",214,"2013-05-21",5,"43"
"KALED43R95TE","LCD (LED)",214,"2013-05-21",5,"43"
"KALED50R95T*","LCD (LED)",284,"2013-05-21",5,"50"
"KALED65R95T*","LCD (LED)",371,"2013-05-21",6,"65"
"KALED75R95T*","LCD (LED)",488,"2013-05-21",6,"70"
"KALED55R95T*","LCD (LED)",302,"2013-05-21",5.5,"50"
"KALED43R95T*","LCD (LED)",214,"2013-05-21",5,"43"
"KALED40R95T*","LCD (LED)",148,"2013-05-21",6,"43"
"KALED32R95T*","LCD (LED)",104,"2013-05-21",6,"32"
"K65USW2","LCD",407,"2013-05-21",5.5,"65"
"K55USW2","LCD",301,"2013-05-21",5.5,"50"
