"brand","screenSize","screenTech","energyConsumption","star","model_cleaned"
"kogan",65,"LED",560,4,"KAQL65W94QA"
"kogan",65,"LED",580,4,"KALED65T96QA"
"kogan",65,"LED",580,4,"KALED65T96QB"
"kogan",65,"LED",580,4,"KALED65T96QC"
"kogan",65,"LED",580,4,"KAQL65T96QA"
"kogan",65,"LED",580,4,"KAQL65T96QB"
"kogan",65,"LED",580,4,"KAQL65T96QC"
"kogan",65,"LED",395,5.5,"KALED65NU8020SZA"
"kogan",65,"LED",348,6,"KALED65NU8030SVA"
"kogan",65,"LED",385,5.5,"KALED65RT9210SVA"
"kogan",65,"LED",385,5.5,"LE65N3"
"kogan",65,"LED",385,5.5,"LE65E1"
"kogan",65,"LED",385,5.5,"LE65S1"
"kogan",65,"LED",385,5.5,"LE65N1"
"kogan",65,"LED",385,5.5,"LE65F3"
"kogan",65,"LED",386,5.5,"KALED65RT9220SVA"
"kogan",65,"LED",386,5.5,"KAQLED65RQ9510SVA"
"kogan",65,"LED",579,4,"KAQL65XQ98GSTB"
"kogan",65,"LED",579,4,"KAQL65XQ98GSTC"
"kogan",65,"LED",579,4,"KAQL65XQ98GSTD"
"kogan",65,"LED",579,4,"KAQL65XQ98GSTE"
"kogan",65,"LED",579,4,"KAQL65XQ98GST"
"kogan",65,"LED",371,6,"KALED65U95TA"
"kogan",65,"LED",371,6,"KALED65U95TB"
"kogan",65,"LED",371,6,"KALED65U95TC"
"kogan",65,"LED",371,6,"KALED65U95TD"
"kogan",65,"LED",371,6,"KALED65U95TE"
"kogan",65,"LED",371,6,"KALED65U95T"
"kogan",65,"LED",400,5.5,"KAQL65R96KA"
"kogan",65,"OLED",459,5,"KAOD65X98JSTA"
"kogan",65,"OLED",459,5,"KAOD65X98JSTB"
"kogan",65,"OLED",459,5,"KAOD65X98JSTC"
"kogan",65,"OLED",459,5,"KAOD65X98JSTD"
"kogan",65,"OLED",459,5,"KAOD65X98JSTE"
"kogan",65,"OLED",459,5,"KAOD65X98JST"
"kogan",65,"LED",372,6,"KALED65R94KA"
"kogan",65,"LED",372,6,"KALED65R94KB"
"kogan",65,"LED",372,6,"KALED65R94KC"
"kogan",65,"LED",372,6,"KALED65R94KD"
"kogan",65,"LED",372,6,"KALED65R94K"
"kogan",65,"OLED",586,4,"KAOLED65X2SKA"
"kogan",65,"LED",532,4.5,"KAQL65MQ9TA"
"kogan",65,"LED",532,4.5,"KAQL65MQ9TB"
"kogan",65,"LED",532,4.5,"KAQL65MQ9TC"
"kogan",65,"LED",532,4.5,"KAQL65MQ9TD"
"kogan",65,"LED",532,4.5,"KAQL65MQ9TE"
"kogan",65,"LED",532,4.5,"KAQL65MQ9T"
"kogan",69,"LED",532,5,"KALED70XU9210STA"
"kogan",69,"LED",532,5,"KALED70XU9210STB"
"kogan",70,"LED",667,4,"KALED70UN8920SNA"
"kogan",70,"LED",667,4,"KALED70UN8920SNB"
"kogan",70,"LED",667,4,"KALED70UN8920SNC"
"kogan",70,"LED",667,4,"KALED70UN8920SND"
"kogan",70,"LED",667,4,"D70S218UT2CSI"
"kogan",70,"LED",667,4,"KALED70"
"kogan",70,"LED",538,5,"KAQL70W94QA"
"kogan",70,"LED",538,5,"KAQL70W94QB"
"kogan",70,"LED",538,5,"KAQL70W94QC"
"kogan",70,"LED",538,5,"KAQL70W94QD"
"kogan",70,"LED",538,5,"KAQL70W94QE"
"kogan",70,"LED",538,5,"KAQL70W94QF"
"kogan",70,"LED",538,5,"KAQL70T96QA"
"kogan",70,"LED",538,5,"KAQL70T96QB"
"kogan",70,"LED",538,5,"KAQL70T96QC"
"kogan",70,"LED",538,5,"KAQL70T96QD"
"kogan",70,"LED",580,4.5,"KALED70TX9520SKA"
"kogan",70,"LED",550,4.5,"KALED70TU9220SKA"
"kogan",70,"LCD",515,5,"KALED70UN8910SGA"
"kogan",70,"LED",660,4,"KALED70RU9310SUA"
"kogan",75,"LED",643,4.5,"KAQL75XQ98GSVA"
"kogan",75,"LED",643,4.5,"KAQL75XQ98GSVB"
"kogan",75,"LED",643,4.5,"KAQL75XQ98GSVC"
"kogan",75,"LCD",667,4.5,"KAQLED75XQ9610STA"
"kogan",75,"LED",608,5,"KAQLED75XR9510STA"
"kogan",75,"LED",627,4.5,"KAQLED75XR9510STB"
"kogan",75,"LED",536,5.5,"KALED75XU9220STA"
"kogan",75,"LED",488,6,"KALED75XU9420STA"
"kogan",75,"LED",667,4.5,"KAQLED75XQ98JSTA"
"kogan",75,"LED",667,4.5,"KAQLED75XQ98JSTB"
"kogan",75,"LED",667,4.5,"KAQLED75XQ98JSTC"
"kogan",75,"LED",667,4.5,"KAQLED75XQ98JSTD"
"kogan",75,"LED",546,5.5,"KALED75U94TA"
"kogan",75,"LED",546,5.5,"KALED75U94TB"
"kogan",75,"LED",546,5.5,"KALED75U94TC"
"kogan",75,"LED",546,5.5,"KALED75U94TD"
"kogan",75,"LED",546,5.5,"KALED75U94TE"
"kogan",75,"LED",681,4.5,"KAQL75XQ98GSTA"
"kogan",75,"LED",681,4.5,"KAQL75XQ98GSTB"
"kogan",75,"LED",681,4.5,"KAQL75XQ98GSTC"
"kogan",75,"LED",681,4.5,"KAQL75XQ98GSTD"
"kogan",75,"LED",681,4.5,"KAQL75XQ98GSTE"
"kogan",75,"LED",681,4.5,"KAQL75XQ98GST"
"kogan",75,"LED",488,6,"KALED75R95TA"
"kogan",75,"LED",488,6,"KALED75R95TB"
"kogan",75,"LED",488,6,"KALED75R95TC"
"kogan",75,"LED",488,6,"KALED75R95TD"
"kogan",75,"LED",488,6,"KALED75R95TE"
"kogan",75,"LED",488,6,"KALED75R95T"
"kogan",75,"LED",609,5,"KAQL75MQ9TA"
"kogan",75,"LED",609,5,"KAQL75MQ9TB"
"kogan",75,"LED",609,5,"KAQL75MQ9TC"
"kogan",75,"LED",609,5,"KAQL75MQ9TD"
"kogan",75,"LED",609,5,"KAQL75MQ9TE"
"kogan",75,"LED",609,5,"KAQL75MQ9T"
"kogan",75,"LED",765,4,"KALED75RT9220SVA"
"kogan",75,"LED",690,4,"KAQL75W94QA"
"kogan",75,"LED",690,4,"KAQL75W94QB"
"kogan",75,"LED",690,4,"KAQL75W94QC"
"kogan",75,"LED",690,4,"KAQL75W94QD"
"kogan",75,"LED",690,4,"KAQL75W94QE"
"kogan",75,"LED",690,4,"KAQL75W94QF"
"kogan",75,"LED",680,4.5,"KALED75T96QA"
"kogan",75,"LED",680,4.5,"KALED75T96QB"
"kogan",75,"LED",680,4.5,"KALED75T96QC"
"kogan",75,"LED",680,4.5,"KAQL75T96QA"
"kogan",75,"LED",680,4.5,"KAQL75T96QB"
"kogan",75,"LED",680,4.5,"KAQL75T96QC"
"kogan",75,"LED",475,6,"KALED75RU9310SUA"
"kogan",75,"LED",608,5,"KALED75U95TA"
"kogan",75,"LED",608,5,"KALED75U95TB"
"kogan",75,"LED",608,5,"KALED75U95TC"
"kogan",75,"LED",608,5,"KALED75U95TD"
"kogan",75,"LED",608,5,"KALED75U95TE"
"kogan",75,"LED",608,5,"KALED75U95TF"
"kogan",75,"LED",608,5,"KALED75U95TG"
"kogan",75,"LED",608,5,"KALED75U95T"
"kogan",77,"OLED",540,5.5,"KAOD77X98JSVA"
"kogan",77,"OLED",540,5.5,"KAOD77X98JSVB"
"kogan",77,"OLED",540,5.5,"KAOD77X98JSVC"
"kogan",81,"LED",853,4,"KALED82XR9210STA"
"kogan",81,"LED",733,4.5,"KALED82XR9210STB"
"kogan",85,"LED",1090,3.5,"KAQL85W94QA"
"kogan",85,"LED",868,4.5,"KAQL85XQ98GSVA"
"kogan",85,"LED",868,4.5,"KAQL85XQ98GSVB"
"kogan",85,"LED",868,4.5,"KAQL85XQ98GSVC"
"kogan",85,"LED",970,4,"KAQLED85XQ9610STA"
"kogan",85,"LED",974,4,"KAQLED85XQ98JSTA"
"kogan",85,"LED",974,4,"KAQLED85XQ98JSTB"
"kogan",85,"LED",974,4,"KAQLED85XQ98JSTC"
"kogan",85,"LED",974,4,"KAQLED85XQ98JSTD"
"kogan",85,"LED",974,4,"KAQL85XQ98GSTA"
"kogan",85,"LED",974,4,"KAQL85XQ98GSTB"
"kogan",85,"LED",974,4,"KAQL85XQ98GSTC"
"kogan",85,"LED",974,4,"KAQL85XQ98GSTD"
"kogan",85,"LED",974,4,"KAQL85XQ98GSTE"
"kogan",85,"LED",974,4,"KAQL85XQ98GST"
"kogan",85,"LED",1090,3.5,"KAQL85T96QA"
"kogan",85,"LED",1090,3.5,"KAQL85T96QB"
"kogan",85,"LED",1090,3.5,"KAQL85T96QC"
"kogan",85,"LED",1090,3.5,"KAQL85T96QD"
"kogan",86,"LED",1117,3.5,"KAQL86T96QA"
"kogan",86,"LED",1117,3.5,"KAQL86T96QB"
"kogan",86,"LED",1117,3.5,"KAQL86T96QC"
"kogan",86,"LED",1117,3.5,"KAQL86T96QD"
"kogan",97,"LED",1233,4,"KALED98X98JSTA"
"kogan",98,"LED",1233,4,"KAQLED98XQ98JSTA"
"kogan",98,"LED",1233,4,"KAQLED98XQ98JSTB"
"kogan",98,"LED",1233,4,"KAQLED98XQ98JSTC"
"kogan",98,"LED",1233,4,"KAQLED98XQ98JSTD"
"kogan",98,"LED",1233,4,"KAQLED98XQ98JSTE"
"kogan",98,"LED",1233,4,"KAQL98XQ98GSTA"
"kogan",98,"LED",1233,4,"KAQL98XQ98GSTB"
"kogan",98,"LED",1233,4,"KAQL98XQ98GSTC"
"kogan",98,"LED",1233,4,"KAQL98XQ98GSTD"
"kogan",98,"LED",1233,4,"KAQL98XQ98GSTE"
"kogan",98,"LED",1233,4,"KAQL98XQ98GST"
"kogan",100,"OLED",1670,3,"KAQL100XQ98GSVA"
"kogan",100,"OLED",1670,3,"KAQL100XQ98GSVB"
"kogan",100,"OLED",1670,3,"KAQL100XQ98GSVC"
"kogan",100,"LED",1497,3.5,"KALED100T96QA"
"kogan",100,"LED",1497,3.5,"KALED100T96QB"
"kogan",100,"LED",1497,3.5,"KALED100T96QC"
"kogan",100,"LED",1497,3.5,"KAQL100T96QA"
"kogan",100,"LED",1497,3.5,"KAQL100T96QB"
"kogan",100,"LED",1497,3.5,"KAQL100T96QC"
"konka",32,"LED",131,5,"KDE32RR314FANT5"
"konka",32,"LED",131,5,"KDE32RR315ANT"
"konka",40,"LED",189,5,"KDE40RR314FANT"
"konka",40,"LED",189,5,"KDE40RR315ANT"
"konka",50,"LED",285,5,"UDE50QR314FANT"
"konka",50,"LED",285,5,"UDE50QR315ANT"
"konka",55,"LED",341,5,"UDE55QR314FANT"
"konka",55,"LED",341,5,"UDE55QR315ANT"
"lad",43,"LED",199,5,"HL43A6KS"
"lg",24,"LED",95,4.5,"24TN520S"
"lg",28,"LED",95,5.5,"28TN525S"
"lg",32,"LED",114,5.5,"32LM637BPVA"
"lg",32,"LED",123,5,"32LT662MBTB"
"lg",32,"LED",123,5,"32LN340CBSD"
"lg",32,"LED",95,6,"32LT340CBTB"
"lg",32,"LED",90,6,"32LN660HBSD"
"lg",42,"OLED",232,4.5,"OLED42C2PSA"
"lg",42,"OLED",232,4.5,"OLED42C24LA"
"lg",42,"OLED",232,4.5,"42LX1Q6LA"
"lg",42,"OLED",232,4.5,"42LX1QPSA"
"lg",42,"OLED",232,4.5,"42LX3Q6LA"
"lg",42,"OLED",232,4.5,"42LX3QPSA"
"lg",42,"OLED",232,4.5,"OLED42C3PSA"
"lg",42,"OLED",232,4.5,"OLED42C36LA"
"lg",42,"OLED",232,4.5,"OLED42C34LA"
"lg",42,"OLED",258,4,"OLED42C4PSA"
"lg",42,"OLED",258,4,"OLED42C44LA"
"lg",42,"OLED",240,4,"OLED42C5PSA"
"lg",42,"OLED",240,4,"OLED42C54LA"
"lg",43,"LED",257,4,"43US665H0VA"
"lg",43,"LED",180,5.5,"43LM6370PVA"
"lg",43,"LED",280,3.5,"43UP7750PTB"
"lg",43,"LED",280,3.5,"43UP7750PVB"
"lg",43,"LED",287,3.5,"43UP8150PVB"
"lg",43,"LED",287,3.5,"43UP8000PTB"
"lg",43,"LED",291,3.5,"43NANO75TPA"
"lg",43,"LED",291,3.5,"43NANO75VPA"
"lg",43,"LED",291,3.5,"43NANO77TPA"
"lg",43,"LED",287,3.5,"43UP750PVG"
"lg",43,"LED",287,3.5,"43UP7550PVG"
"lg",43,"LED",287,3.5,"43UP7750PVG"
"lg",43,"LED",291,3.5,"43UR640S0TD"
"lg",43,"LED",276,3.5,"43NANO75SQA"
"lg",43,"LED",276,3.5,"43NANO756QA"
"lg",43,"LED",284,3.5,"43UQ75006LF"
"lg",43,"LED",276,3.5,"43UQ9000PSD"
"lg",43,"LED",276,3.5,"43UQ91006LA"
"lg",43,"LED",287,3.5,"43UP801C0TB"
"lg",43,"LED",269,4,"43UQ80006LB"
"lg",43,"LED",284,3.5,"43UQ751C0LF"
"lg",43,"LED",276,3.5,"43UQ901C0SD"
"lg",43,"LED",269,4,"43UR8050PSB"
"lg",43,"LED",269,4,"43UR80006LJ"
"lg",43,"LED",269,4,"43UR78006LL"
"lg",43,"LED",269,4,"43UR81006LJ"
"lg",43,"LED",269,4,"43UR781C0LL"
"lg",43,"LED",269,4,"43UR801C0SB"
"lg",43,"LED",258,4,"43QNED75SRA"
"lg",43,"LED",302,3.5,"43QNED756RA"
"lg",43,"LED",159,6,"43UM767H0LD"
"lg",43,"LED",273,3.5,"43UQ7050PSA"
"lg",43,"LED",134,7,"43UM662H0LC"
"lg",43,"LED",247,4,"43QNED80T6A"
"lg",43,"LED",247,4,"43QNED81TSA"
"lg",43,"LED",258,4,"43UT8050PSB"
"lg",43,"LED",269,4,"43UT80506LA"
"lg",43,"LED",269,4,"43UT81006LA"
"lg",43,"LED",258,4,"43NANO81TSA"
"lg",43,"LED",247,4,"43UR761H0TA"
"lg",43,"LED",247,4,"43UT90506LB"
"lg",43,"LED",269,4,"43UT801C0LA"
"lg",43,"LED",258,4,"43UT801C0SB"
"lg",43,"LED",134,7,"43UM662H4LC"
"lg",43,"LED",258,4,"43NANO80A6B"
"lg",43,"LED",258,4,"43NANO80ASA"
"lg",43,"LED",236,4.5,"43QNED80A6A"
"lg",43,"LED",236,4.5,"43QNED81ASA"
"lg",48,"OLED",326,4,"OLED48CXPTA"
"lg",48,"OLED",327,4,"OLED48C1PTB"
"lg",48,"OLED",327,4,"OLED48C1PVB"
"lg",48,"OLED",280,4.5,"OLED48A1PTA"
"lg",48,"OLED",280,4.5,"OLED48A1PVA"
"lg",48,"OLED",280,4.5,"OLED48A2PSA"
"lg",48,"OLED",284,4.5,"OLED48C2PSA"
"lg",48,"OLED",284,4.5,"OLED48C24LA"
"lg",48,"OLED",284,4.5,"48LX1Q6LA"
"lg",48,"OLED",284,4.5,"48LX1QPSA"
"lg",48,"OLED",276,4.5,"OLED48A3PSA"
"lg",48,"OLED",276,4.5,"OLED48A36LA"
"lg",48,"OLED",284,4.5,"OLED48C3PSA"
"lg",48,"OLED",284,4.5,"OLED48C36LA"
"lg",48,"OLED",291,4.5,"OLED48C4PSA"
"lg",48,"OLED",291,4.5,"OLED48C46LA"
"lg",48,"OLED",287,4.5,"OLED48B46LA"
"lg",48,"OLED",280,4.5,"OLED48C5PSA"
"lg",48,"OLED",280,4.5,"OLED48C56LA"
"lg",48,"OLED",273,4.5,"OLED48B5PSA"
"lg",49,"LED",330,4,"49US765H0VA"
"lg",49,"LED",315,4.5,"50US665H0VA"
"lg",49,"LED",331,4,"50NANO75TPA"
"lg",49,"LED",331,4,"50NANO75VPA"
"lg",49,"LED",295,4.5,"50NANO86TPA"
"lg",49,"LED",287,4.5,"50UP7750PTB"
"lg",49,"LED",287,4.5,"50UP7750PVB"
"lg",49,"LED",342,4,"50UP8150PVB"
"lg",49,"LED",269,5,"50NANO80TPA"
"lg",49,"LED",269,5,"50NANO80VPA"
"lg",49,"LED",342,4,"50UP8000PTB"
"lg",49,"LED",331,4,"50NANO77TPA"
"lg",49,"LED",338,4,"50UP750PVG"
"lg",49,"LED",338,4,"50UP7550PVG"
"lg",49,"LED",338,4,"50UP7750PVG"
"lg",49,"LED",349,4,"50UR640S0TD"
"lg",49,"LED",287,4.5,"50UR765H0VA"
"lg",49,"LED",287,4.5,"50UR767H3VC"
"lg",49,"LED",331,4,"50NANO75SQA"
"lg",49,"LED",331,4,"50NANO756QA"
"lg",49,"LED",295,4.5,"50QNED80SQA"
"lg",49,"LED",295,4.5,"50QNED806QA"
"lg",49,"LED",287,4.5,"50UQ80006LB"
"lg",49,"LED",331,4,"50UQ9000PSD"
"lg",49,"LED",331,4,"50UQ91006LA"
"lg",49,"LED",342,4,"50UP801C0TB"
"lg",49,"LED",276,5,"50NANO806QA"
"lg",49,"LED",342,4,"50UQ75006LF"
"lg",49,"LED",342,4,"50UQ751C0LF"
"lg",49,"LED",287,4.5,"50UR765H0VC"
"lg",49,"LED",269,5,"50QNED7SSQA"
"lg",49,"LED",331,4,"50UQ901C0SD"
"lg",49,"LED",295,4.5,"50QNED81SRA"
"lg",49,"LED",295,4.5,"50QNED816RA"
"lg",49,"LED",287,4.5,"50UR8050PSB"
"lg",49,"LED",287,4.5,"50UR80006LJ"
"lg",49,"LED",287,4.5,"50UR78006LL"
"lg",49,"LED",287,4.5,"50UR81006LJ"
"lg",49,"LED",287,4.5,"50UR781C0LL"
"lg",49,"LED",287,4.5,"50UR801C0SB"
"lg",49,"LED",265,5,"50QNED75SRA"
"lg",49,"LED",251,5.5,"50QNED756RA"
"lg",49,"LED",167,7,"50UM767H0LD"
"lg",49,"LED",149,7,"50UM662H0LC"
"lg",49,"LED",265,5,"50QNED81TSA"
"lg",49,"LED",251,5.5,"50QNED80T6A"
"lg",49,"LED",305,4.5,"50UT8050PSB"
"lg",49,"LED",305,4.5,"50UT80506LA"
"lg",49,"LED",305,4.5,"50UT81006LA"
"lg",49,"LED",295,4.5,"50QNED86TSA"
"lg",49,"LED",295,4.5,"50QNED86T6A"
"lg",49,"LED",331,4,"50NANO81TSA"
"lg",49,"LED",251,5.5,"50UT90506LB"
"lg",49,"LED",305,4.5,"50UT801C0LA"
"lg",49,"LED",305,4.5,"50UT801C0SB"
"lg",49,"LED",149,7,"50UM662H4LC"
"lg",49,"LED",251,5.5,"50QNED80A6A"
"lg",49,"LED",251,5.5,"50QNED81ASA"
"lg",49,"LED",305,4.5,"50NANO80A6A"
"lg",49,"LED",305,4.5,"50NANO80ASA"
"lg",49,"LED",251,5.5,"50QNED86ASA"
"lg",49,"LED",298,4.5,"50QNED82ASA"
"lg",50,"LED",305,4.5,"50UQ7050PSA"
"lg",55,"LED",572,2.5,"55NANO95TNA"
"lg",55,"LED",572,2.5,"55NANO95VNA"
"lg",55,"LED",370,4.5,"55NANO79TND"
"lg",55,"LED",370,4.5,"55NANO79VND"
"lg",55,"LED",356,4.5,"55US665H0VA"
"lg",55,"LED",356,4.5,"55US765H0VA"
"lg",55,"LED",346,4.5,"55NANO86TPA"
"lg",55,"LED",346,4.5,"55NANO86VPA"
"lg",55,"LED",415,4,"55NANO91VPA"
"lg",55,"LED",357,4.5,"55UP7750PTB"
"lg",55,"LED",357,4.5,"55UP7750PVB"
"lg",55,"LED",422,4,"55UP8150PVB"
"lg",55,"LED",335,5,"55NANO80TPA"
"lg",55,"LED",335,5,"55NANO80VPA"
"lg",55,"LED",411,4,"55NANO75TPA"
"lg",55,"LED",411,4,"55NANO75VPA"
"lg",55,"LED",422,4,"55UP8000PTB"
"lg",55,"LED",411,4,"55NANO77TPA"
"lg",55,"LED",422,4,"55UP750PVG"
"lg",55,"LED",422,4,"55UP7550PVG"
"lg",55,"LED",422,4,"55UP7750PVG"
"lg",55,"LED",415,4,"55UR640S0TD"
"lg",55,"LED",295,5.5,"55UR765H0VA"
"lg",55,"LED",371,4.5,"55UR767H3VC"
"lg",55,"LED",422,4,"55UP801C0TB"
"lg",55,"LED",419,4,"55NANO75SQA"
"lg",55,"LED",419,4,"55NANO756QA"
"lg",55,"LED",346,4.5,"55QNED80SQA"
"lg",55,"LED",346,4.5,"55QNED806QA"
"lg",55,"LED",360,4.5,"55UQ80006LB"
"lg",55,"LED",357,4.5,"55NANO806QA"
"lg",55,"LED",419,4,"55UQ9000PSD"
"lg",55,"LED",419,4,"55UQ91006LA"
"lg",55,"LED",419,4,"55UQ75006LF"
"lg",55,"LED",422,4,"55UP751C0VG"
"lg",55,"LED",375,4.5,"55QNED85SQA"
"lg",55,"LED",375,4.5,"55QNED866QA"
"lg",55,"LED",419,4,"55UQ751C0LF"
"lg",55,"LED",295,5.5,"55UR765H0VC"
"lg",55,"LED",346,4.5,"55QNED7SSQA"
"lg",55,"LED",419,4,"55UQ901C0SD"
"lg",55,"LED",346,4.5,"55QNED81SRA"
"lg",55,"LED",346,4.5,"55QNED816RA"
"lg",55,"LED",357,4.5,"55UR8050PSB"
"lg",55,"LED",357,4.5,"55UR80006LJ"
"lg",55,"LED",357,4.5,"55UR78006LL"
"lg",55,"LED",357,4.5,"55UR81006LJ"
"lg",55,"LED",357,4.5,"55UR781C0LL"
"lg",55,"LED",357,4.5,"55UR801C0SB"
"lg",55,"LED",338,5,"55QNED75SRA"
"lg",55,"LED",320,5,"55QNED756RA"
"lg",55,"LED",218,7,"55UM767H0LD"
"lg",55,"LED",331,5,"55UQ7050PSA"
"lg",55,"LED",181,7,"55UM662H0LC"
"lg",55,"LED",338,5,"55QNED81TSA"
"lg",55,"LED",346,4.5,"55QNED86T6A"
"lg",55,"LED",346,4.5,"55QNED86TSA"
"lg",55,"LED",320,5,"55QNED80T6A"
"lg",55,"LED",357,4.5,"55UT8050PSB"
"lg",55,"LED",357,4.5,"55UT80506LA"
"lg",55,"LED",357,4.5,"55UT81006LA"
"lg",55,"LED",411,4,"55NANO81TSA"
"lg",55,"LED",335,5,"55UT90506LB"
"lg",55,"LED",357,4.5,"55UT801C0LA"
"lg",55,"LED",357,4.5,"55UT801C0SB"
"lg",55,"LED",181,7,"55UM662H4LC"
"lg",55,"LED",302,5.5,"55QNED86A6A"
"lg",55,"LED",302,5.5,"55QNED86ASA"
"lg",55,"LED",338,5,"55NANO80A6A"
"lg",55,"LED",338,5,"55NANO80ASA"
"lg",55,"LED",302,5.5,"55QNED80A6A"
"lg",55,"LED",302,5.5,"55QNED81ASA"
"lg",55,"LED",338,5,"55QNED82ASA"
"lg",55,"OLED",389,4,"OLED55B1PTA"
"lg",55,"OLED",400,4,"OLED55C1PTB"
"lg",55,"OLED",400,4,"OLED55C1PVB"
"lg",55,"OLED",408,4,"OLED55G1PTA"
"lg",55,"OLED",408,4,"OLED55G1PVA"
"lg",55,"OLED",342,4.5,"OLED55A1PTA"
"lg",55,"OLED",342,4.5,"OLED55A1PVA"
"lg",55,"OLED",389,4,"OLED55B1PVA"
"lg",55,"OLED",316,5,"OLED55A2PSA"
"lg",55,"OLED",316,5,"OLED55A26LA"
"lg",55,"OLED",375,4.5,"OLED55B2PSA"
"lg",55,"OLED",349,4.5,"OLED55C2PSC"
"lg",55,"OLED",349,4.5,"OLED55C24LA"
"lg",55,"OLED",349,4.5,"OLED55G2PSA"
"lg",55,"OLED",349,4.5,"OLED55G26LA"
"lg",55,"OLED",349,4.5,"55LX1Q6LA"
"lg",55,"OLED",349,4.5,"55LX1QPSA"
"lg",55,"OLED",375,4.5,"OLED55CS6LA"
"lg",55,"OLED",375,4.5,"OLED55CSPSA"
"lg",55,"OLED",258,6,"55AN960H0SD"
"lg",55,"OLED",309,5,"OLED55A3PSA"
"lg",55,"OLED",309,5,"OLED55A36LA"
"lg",55,"OLED",364,4.5,"OLED55B3PSA"
"lg",55,"OLED",364,4.5,"OLED55B36LA"
"lg",55,"OLED",349,4.5,"OLED55C3PSA"
"lg",55,"OLED",349,4.5,"OLED55C36LA"
"lg",55,"OLED",422,4,"OLED55G3PSA"
"lg",55,"OLED",422,4,"OLED55G36LA"
"lg",55,"OLED",368,4.5,"OLED55C4PSA"
"lg",55,"OLED",368,4.5,"OLED55C46LA"
"lg",55,"OLED",422,4,"OLED55G4PSA"
"lg",55,"OLED",422,4,"OLED55G46LA"
"lg",55,"OLED",338,5,"OLED55B4PSA"
"lg",55,"OLED",338,5,"OLED55B46LA"
"lg",55,"OLED",368,4.5,"55LX1T6LA"
"lg",55,"OLED",368,4.5,"55LX1TPSA"
"lg",55,"OLED",371,4.5,"OLED55C5PSA"
"lg",55,"OLED",371,4.5,"OLED55C56LA"
"lg",55,"OLED",353,4.5,"OLED55G5PSA"
"lg",55,"OLED",353,4.5,"OLED55G55LW"
"lg",55,"OLED",324,5,"OLED55B5PSA"
"lg",55,"OLED",324,5,"OLED55B56LA"
"lg",65,"LED",433,5,"65QNED86T6A"
"lg",65,"LED",459,5,"65QNED91T6A"
"lg",65,"OLED",448,5,"OLED65C46LA"
"lg",65,"OLED",630,3.5,"OLED65M46LA"
"lg",65,"LED",461,5,"65NANO79TND"
"lg",65,"LED",461,5,"65NANO79VND"
"lg",65,"LED",443,5,"65US665H0VD"
"lg",65,"LED",454,5,"65US765H0VD"
"lg",65,"LED",433,5,"65NANO86TPA"
"lg",65,"LED",433,5,"65NANO86VPA"
"lg",65,"LED",572,4,"65NANO91TPA"
"lg",65,"LED",572,4,"65NANO91VPA"
"lg",65,"LED",448,5,"65UP7750PTB"
"lg",65,"LED",448,5,"65UP7750PVB"
"lg",65,"LED",1054,1,"65NANO99TPA"
"lg",65,"LED",528,4,"65UP8150PVB"
"lg",65,"LED",404,5.5,"65NANO80TPA"
"lg",65,"LED",404,5.5,"65NANO80VPA"
"lg",65,"LED",707,3,"65NANO95TPA"
"lg",65,"LED",707,3,"65NANO95VPA"
"lg",65,"LED",528,4,"65UP8000PTB"
"lg",65,"LED",528,4,"65NANO75TPA"
"lg",65,"LED",528,4,"65NANO75VPA"
"lg",65,"LED",528,4,"65NANO77TPA"
"lg",65,"LED",532,4,"65UP7550PVG"
"lg",65,"LED",572,4,"65UR640S0TD"
"lg",65,"LED",440,5,"65QNED91TPA"
"lg",65,"LED",601,3.5,"65QNED96TPA"
"lg",65,"LED",805,2.5,"65QNED99TPB"
"lg",65,"LED",422,5,"65UR765H0VD"
"lg",65,"LED",440,5,"65QNED916QA"
"lg",65,"LED",433,5,"65UR767H3VC"
"lg",65,"LED",528,4,"65UP801C0TB"
"lg",65,"LED",440,5,"65QNED91SQA"
"lg",65,"LED",528,4,"65NANO75SQA"
"lg",65,"LED",528,4,"65NANO756QA"
"lg",65,"LED",433,5,"65QNED80SQA"
"lg",65,"LED",433,5,"65QNED806QA"
"lg",65,"LED",543,4,"65UQ91006LA"
"lg",65,"LED",543,4,"65UQ9000PSD"
"lg",65,"LED",532,4,"65UQ75006LF"
"lg",65,"LED",419,5,"65NANO806QA"
"lg",65,"LED",557,4,"65QNED96SQA"
"lg",65,"LED",776,2.5,"65QNED99SQB"
"lg",65,"LED",776,2.5,"65QNED996QB"
"lg",65,"LED",466,4.5,"65UQ80006LB"
"lg",65,"LED",557,4,"65QNED966QA"
"lg",65,"LED",532,4,"65UP751C0VG"
"lg",65,"LED",484,4.5,"65QNED85SQA"
"lg",65,"LED",484,4.5,"65QNED866QA"
"lg",65,"LED",532,4,"65UQ751C0LF"
"lg",65,"LED",422,5,"65UR765H0VC"
"lg",65,"LED",419,5,"65QNED7SSQA"
"lg",65,"LED",543,4,"65UQ901C0SD"
"lg",65,"LED",433,5,"65QNED81SRA"
"lg",65,"LED",433,5,"65QNED816RA"
"lg",65,"LED",466,4.5,"65UR8050PSB"
"lg",65,"LED",466,4.5,"65UR80006LJ"
"lg",65,"LED",466,4.5,"65UR78006LL"
"lg",65,"LED",459,5,"65QNED86SRA"
"lg",65,"LED",459,5,"65QNED866RA"
"lg",65,"LED",466,4.5,"65UR81006LJ"
